"SYSTEM", "1", "SYSTEM", "System Start", " "
"Thread-0", "14396", "Dining/DiningProgrammers.java:41", "Method Returned", " "
"Thread-0", "14397", "Dining/DiningProgrammers.java:42", "Line Step", " file=Dining/DiningProgrammers.java, line=42"
"Thread-2", "14398", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-0", "14399", "Dining/DiningProgrammers.java:42", "Method Call", " caller=Dining.Programmer:1#run:1, target=Dining.State:1#set_state:371"
"Thread-0", "14400", "Dining/DiningProgrammers.java:85", "Method Entered", " "
"Thread-2", "14401", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-0", "14402", "Dining/DiningProgrammers.java:85", "Variable Write", " context=Dining.State:1#set_state:371, s=""E"""
"Thread-2", "14403", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-0", "14404", "Dining/DiningProgrammers.java:86", "Line Step", " file=Dining/DiningProgrammers.java, line=86"
"Thread-2", "14405", "Dining/DiningProgrammers.java:60", "Line Step", " file=Dining/DiningProgrammers.java, line=60"
"Thread-0", "14406", "Dining/DiningProgrammers.java:86", "Field Write", " context=Dining.State:1, state=""E"""
"Thread-4", "14407", "Dining/DiningProgrammers.java:44", "Method Call", " caller=Dining.Programmer:5#run:5, target=Dining.Forks:1#drop:121"
"Thread-4", "14408", "Dining/DiningProgrammers.java:72", "Method Entered", " "
"Thread-0", "14409", "Dining/DiningProgrammers.java:88", "Line Step", " file=Dining/DiningProgrammers.java, line=88"
"Thread-4", "14410", "Dining/DiningProgrammers.java:72", "Variable Write", " context=Dining.Forks:1#drop:121, p=Dining.Programmer:5"
"Thread-0", "14411", "Dining/DiningProgrammers.java:92", "Line Step", " file=Dining/DiningProgrammers.java, line=92"
"Thread-4", "14412", "Dining/DiningProgrammers.java:73", "Line Step", " file=Dining/DiningProgrammers.java, line=73"
"Thread-4", "14413", "Dining/DiningProgrammers.java:73", "Field Read", " context=Dining.Forks:1, n"
"Thread-0", "14414", "Dining/DiningProgrammers.java:96", "Line Step", " file=Dining/DiningProgrammers.java, line=96"
"Thread-4", "14415", "Dining/DiningProgrammers.java:73", "Field Read", " context=Dining.State:5, count"
"Thread-0", "14416", "Dining/DiningProgrammers.java:97", "Line Step", " file=Dining/DiningProgrammers.java, line=97"
"Thread-4", "14417", "Dining/DiningProgrammers.java:73", "Field Write", " context=Dining.Forks:1, n=2"
"Thread-0", "14418", "Dining/DiningProgrammers.java:97", "Field Read", " context=Dining.State:1, name"
"Thread-4", "14419", "Dining/DiningProgrammers.java:74", "Line Step", " file=Dining/DiningProgrammers.java, line=74"
"Thread-4", "14420", "Dining/DiningProgrammers.java:74", "Field Write", " context=Dining.State:5, count=0"
"Thread-4", "14421", "Dining/DiningProgrammers.java:75", "Line Step", " file=Dining/DiningProgrammers.java, line=75"
"Thread-4", "14422", "Dining/DiningProgrammers.java:76", "Line Step", " file=Dining/DiningProgrammers.java, line=76"
"Thread-4", "14423", "Dining/DiningProgrammers.java:76", "Method Exit", " returner=Dining.Forks:1#drop:121, value=<void>"
"Thread-0", "14424", "Dining/DiningProgrammers.java:98", "Line Step", " file=Dining/DiningProgrammers.java, line=98"
"Thread-3", "14425", "Dining/DiningProgrammers.java:41", "Method Call", " caller=Dining.Programmer:4#run:4, target=Dining.Forks:1#pickup:248"
"Thread-3", "14426", "Dining/DiningProgrammers.java:56", "Method Entered", " "
"Thread-4", "14427", "Dining/DiningProgrammers.java:44", "Method Returned", " "
"Thread-4", "14428", "Dining/DiningProgrammers.java:38", "Line Step", " file=Dining/DiningProgrammers.java, line=38"
"Thread-3", "14429", "Dining/DiningProgrammers.java:56", "Variable Write", " context=Dining.Forks:1#pickup:248, p=Dining.Programmer:4"
"Thread-4", "14430", "Dining/DiningProgrammers.java:38", "Variable Write", " context=Dining.Programmer:5#run:5, i=26"
"Thread-3", "14431", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-4", "14432", "Dining/DiningProgrammers.java:39", "Line Step", " file=Dining/DiningProgrammers.java, line=39"
"Thread-3", "14433", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-4", "14434", "Dining/DiningProgrammers.java:39", "Field Read", " context=Dining.Programmer:5, fs"
"Thread-3", "14435", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-3", "14436", "Dining/DiningProgrammers.java:66", "Line Step", " file=Dining/DiningProgrammers.java, line=66"
"Thread-3", "14437", "Dining/DiningProgrammers.java:66", "Field Read", " context=Dining.Forks:1, n"
"Thread-3", "14438", "Dining/DiningProgrammers.java:66", "Field Write", " context=Dining.Forks:1, n=1"
"Thread-3", "14439", "Dining/DiningProgrammers.java:67", "Line Step", " file=Dining/DiningProgrammers.java, line=67"
"Thread-3", "14440", "Dining/DiningProgrammers.java:67", "Field Read", " context=Dining.State:4, count"
"Thread-3", "14441", "Dining/DiningProgrammers.java:67", "Field Write", " context=Dining.State:4, count=2"
"Thread-3", "14442", "Dining/DiningProgrammers.java:68", "Line Step", " file=Dining/DiningProgrammers.java, line=68"
"Thread-3", "14443", "Dining/DiningProgrammers.java:69", "Line Step", " file=Dining/DiningProgrammers.java, line=69"
"Thread-3", "14444", "Dining/DiningProgrammers.java:69", "Method Exit", " returner=Dining.Forks:1#pickup:248, value=<void>"
"Thread-2", "14445", "Dining/DiningProgrammers.java:61", "Line Step", " file=Dining/DiningProgrammers.java, line=61"
"Thread-3", "14446", "Dining/DiningProgrammers.java:41", "Method Returned", " "
"Thread-3", "14447", "Dining/DiningProgrammers.java:42", "Line Step", " file=Dining/DiningProgrammers.java, line=42"
"Thread-2", "14448", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-3", "14449", "Dining/DiningProgrammers.java:42", "Method Call", " caller=Dining.Programmer:4#run:4, target=Dining.State:4#set_state:372"
"Thread-3", "14450", "Dining/DiningProgrammers.java:85", "Method Entered", " "
"Thread-2", "14451", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-3", "14452", "Dining/DiningProgrammers.java:85", "Variable Write", " context=Dining.State:4#set_state:372, s=""E"""
"Thread-2", "14453", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.State:3, count"
"Thread-3", "14454", "Dining/DiningProgrammers.java:86", "Line Step", " file=Dining/DiningProgrammers.java, line=86"
"Thread-2", "14455", "Dining/DiningProgrammers.java:60", "Line Step", " file=Dining/DiningProgrammers.java, line=60"
"Thread-3", "14456", "Dining/DiningProgrammers.java:86", "Field Write", " context=Dining.State:4, state=""E"""
"Thread-4", "14457", "Dining/DiningProgrammers.java:39", "Method Call", " caller=Dining.Programmer:5#run:5, target=Dining.Forks:1#pickup:249"
"Thread-4", "14458", "Dining/DiningProgrammers.java:56", "Method Entered", " "
"Thread-3", "14459", "Dining/DiningProgrammers.java:88", "Line Step", " file=Dining/DiningProgrammers.java, line=88"
"Thread-4", "14460", "Dining/DiningProgrammers.java:56", "Variable Write", " context=Dining.Forks:1#pickup:249, p=Dining.Programmer:5"
"Thread-3", "14461", "Dining/DiningProgrammers.java:92", "Line Step", " file=Dining/DiningProgrammers.java, line=92"
"Thread-4", "14462", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-4", "14463", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-3", "14464", "Dining/DiningProgrammers.java:96", "Line Step", " file=Dining/DiningProgrammers.java, line=96"
"Thread-4", "14465", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.State:5, count"
"Thread-3", "14466", "Dining/DiningProgrammers.java:97", "Line Step", " file=Dining/DiningProgrammers.java, line=97"
"Thread-4", "14467", "Dining/DiningProgrammers.java:60", "Line Step", " file=Dining/DiningProgrammers.java, line=60"
"Thread-3", "14468", "Dining/DiningProgrammers.java:97", "Field Read", " context=Dining.State:4, name"
"Thread-1", "14469", "Dining/DiningProgrammers.java:61", "Line Step", " file=Dining/DiningProgrammers.java, line=61"
"Thread-1", "14470", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-1", "14471", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-1", "14472", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.State:2, count"
"Thread-3", "14473", "Dining/DiningProgrammers.java:98", "Line Step", " file=Dining/DiningProgrammers.java, line=98"
"Thread-1", "14474", "Dining/DiningProgrammers.java:60", "Line Step", " file=Dining/DiningProgrammers.java, line=60"
"Thread-0", "14475", "Dining/DiningProgrammers.java:99", "Line Step", " file=Dining/DiningProgrammers.java, line=99"
"Thread-0", "14476", "Dining/DiningProgrammers.java:99", "Field Read", " context=Dining.State:1, name"
"Thread-0", "14477", "Dining/DiningProgrammers.java:101", "Line Step", " file=Dining/DiningProgrammers.java, line=101"
"Thread-0", "14478", "Dining/DiningProgrammers.java:103", "Line Step", " file=Dining/DiningProgrammers.java, line=103"
"Thread-0", "14479", "Dining/DiningProgrammers.java:103", "Method Exit", " returner=Dining.State:1#set_state:371, value=<void>"
"Thread-0", "14480", "Dining/DiningProgrammers.java:42", "Method Returned", " "
"Thread-0", "14481", "Dining/DiningProgrammers.java:43", "Line Step", " file=Dining/DiningProgrammers.java, line=43"
"Thread-0", "14482", "Dining/DiningProgrammers.java:43", "Method Call", " caller=Dining.Programmer:1#run:1, target=Dining.State:1#set_state:373"
"Thread-0", "14483", "Dining/DiningProgrammers.java:85", "Method Entered", " "
"Thread-0", "14484", "Dining/DiningProgrammers.java:85", "Variable Write", " context=Dining.State:1#set_state:373, s=""C"""
"Thread-0", "14485", "Dining/DiningProgrammers.java:86", "Line Step", " file=Dining/DiningProgrammers.java, line=86"
"Thread-0", "14486", "Dining/DiningProgrammers.java:86", "Field Write", " context=Dining.State:1, state=""C"""
"Thread-0", "14487", "Dining/DiningProgrammers.java:88", "Line Step", " file=Dining/DiningProgrammers.java, line=88"
"Thread-3", "14488", "Dining/DiningProgrammers.java:99", "Line Step", " file=Dining/DiningProgrammers.java, line=99"
"Thread-3", "14489", "Dining/DiningProgrammers.java:99", "Field Read", " context=Dining.State:4, name"
"Thread-0", "14490", "Dining/DiningProgrammers.java:89", "Line Step", " file=Dining/DiningProgrammers.java, line=89"
"Thread-0", "14491", "Dining/DiningProgrammers.java:89", "Field Read", " context=Dining.State:1, name"
"Thread-3", "14492", "Dining/DiningProgrammers.java:101", "Line Step", " file=Dining/DiningProgrammers.java, line=101"
"Thread-3", "14493", "Dining/DiningProgrammers.java:103", "Line Step", " file=Dining/DiningProgrammers.java, line=103"
"Thread-3", "14494", "Dining/DiningProgrammers.java:103", "Method Exit", " returner=Dining.State:4#set_state:372, value=<void>"
"Thread-0", "14495", "Dining/DiningProgrammers.java:90", "Line Step", " file=Dining/DiningProgrammers.java, line=90"
"Thread-3", "14496", "Dining/DiningProgrammers.java:42", "Method Returned", " "
"Thread-3", "14497", "Dining/DiningProgrammers.java:43", "Line Step", " file=Dining/DiningProgrammers.java, line=43"
"Thread-3", "14498", "Dining/DiningProgrammers.java:43", "Method Call", " caller=Dining.Programmer:4#run:4, target=Dining.State:4#set_state:374"
"Thread-3", "14499", "Dining/DiningProgrammers.java:85", "Method Entered", " "
"Thread-3", "14500", "Dining/DiningProgrammers.java:85", "Variable Write", " context=Dining.State:4#set_state:374, s=""C"""
"Thread-3", "14501", "Dining/DiningProgrammers.java:86", "Line Step", " file=Dining/DiningProgrammers.java, line=86"
"Thread-3", "14502", "Dining/DiningProgrammers.java:86", "Field Write", " context=Dining.State:4, state=""C"""
"Thread-3", "14503", "Dining/DiningProgrammers.java:88", "Line Step", " file=Dining/DiningProgrammers.java, line=88"
"Thread-3", "14504", "Dining/DiningProgrammers.java:89", "Line Step", " file=Dining/DiningProgrammers.java, line=89"
"Thread-3", "14505", "Dining/DiningProgrammers.java:89", "Field Read", " context=Dining.State:4, name"
"Thread-3", "14506", "Dining/DiningProgrammers.java:90", "Line Step", " file=Dining/DiningProgrammers.java, line=90"
"Thread-0", "14507", "Dining/DiningProgrammers.java:92", "Line Step", " file=Dining/DiningProgrammers.java, line=92"
"Thread-0", "14508", "Dining/DiningProgrammers.java:96", "Line Step", " file=Dining/DiningProgrammers.java, line=96"
"Thread-0", "14509", "Dining/DiningProgrammers.java:103", "Line Step", " file=Dining/DiningProgrammers.java, line=103"
"Thread-0", "14510", "Dining/DiningProgrammers.java:103", "Method Exit", " returner=Dining.State:1#set_state:373, value=<void>"
"Thread-0", "14511", "Dining/DiningProgrammers.java:43", "Method Returned", " "
"Thread-0", "14512", "Dining/DiningProgrammers.java:44", "Line Step", " file=Dining/DiningProgrammers.java, line=44"
"Thread-0", "14513", "Dining/DiningProgrammers.java:44", "Field Read", " context=Dining.Programmer:1, fs"
"Thread-0", "14514", "Dining/DiningProgrammers.java:44", "Method Call", " caller=Dining.Programmer:1#run:1, target=Dining.Forks:1#drop:122"
"Thread-0", "14515", "Dining/DiningProgrammers.java:72", "Method Entered", " "
"Thread-0", "14516", "Dining/DiningProgrammers.java:72", "Variable Write", " context=Dining.Forks:1#drop:122, p=Dining.Programmer:1"
"Thread-0", "14517", "Dining/DiningProgrammers.java:73", "Line Step", " file=Dining/DiningProgrammers.java, line=73"
"Thread-0", "14518", "Dining/DiningProgrammers.java:73", "Field Read", " context=Dining.Forks:1, n"
"Thread-0", "14519", "Dining/DiningProgrammers.java:73", "Field Read", " context=Dining.State:1, count"
"Thread-0", "14520", "Dining/DiningProgrammers.java:73", "Field Write", " context=Dining.Forks:1, n=3"
"Thread-0", "14521", "Dining/DiningProgrammers.java:74", "Line Step", " file=Dining/DiningProgrammers.java, line=74"
"Thread-0", "14522", "Dining/DiningProgrammers.java:74", "Field Write", " context=Dining.State:1, count=0"
"Thread-0", "14523", "Dining/DiningProgrammers.java:75", "Line Step", " file=Dining/DiningProgrammers.java, line=75"
"Thread-0", "14524", "Dining/DiningProgrammers.java:76", "Line Step", " file=Dining/DiningProgrammers.java, line=76"
"Thread-0", "14525", "Dining/DiningProgrammers.java:76", "Method Exit", " returner=Dining.Forks:1#drop:122, value=<void>"
"Thread-2", "14526", "Dining/DiningProgrammers.java:61", "Line Step", " file=Dining/DiningProgrammers.java, line=61"
"Thread-0", "14527", "Dining/DiningProgrammers.java:44", "Method Returned", " "
"Thread-0", "14528", "Dining/DiningProgrammers.java:38", "Line Step", " file=Dining/DiningProgrammers.java, line=38"
"Thread-2", "14529", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-0", "14530", "Dining/DiningProgrammers.java:38", "Variable Write", " context=Dining.Programmer:1#run:1, i=26"
"Thread-0", "14531", "Dining/DiningProgrammers.java:39", "Line Step", " file=Dining/DiningProgrammers.java, line=39"
"Thread-2", "14532", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-0", "14533", "Dining/DiningProgrammers.java:39", "Field Read", " context=Dining.Programmer:1, fs"
"Thread-2", "14534", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-2", "14535", "Dining/DiningProgrammers.java:66", "Line Step", " file=Dining/DiningProgrammers.java, line=66"
"Thread-2", "14536", "Dining/DiningProgrammers.java:66", "Field Read", " context=Dining.Forks:1, n"
"Thread-2", "14537", "Dining/DiningProgrammers.java:66", "Field Write", " context=Dining.Forks:1, n=2"
"Thread-2", "14538", "Dining/DiningProgrammers.java:67", "Line Step", " file=Dining/DiningProgrammers.java, line=67"
"Thread-2", "14539", "Dining/DiningProgrammers.java:67", "Field Read", " context=Dining.State:3, count"
"Thread-2", "14540", "Dining/DiningProgrammers.java:67", "Field Write", " context=Dining.State:3, count=1"
"Thread-2", "14541", "Dining/DiningProgrammers.java:68", "Line Step", " file=Dining/DiningProgrammers.java, line=68"
"Thread-2", "14542", "Dining/DiningProgrammers.java:69", "Line Step", " file=Dining/DiningProgrammers.java, line=69"
"Thread-2", "14543", "Dining/DiningProgrammers.java:69", "Method Exit", " returner=Dining.Forks:1#pickup:245, value=<void>"
"Thread-4", "14544", "Dining/DiningProgrammers.java:61", "Line Step", " file=Dining/DiningProgrammers.java, line=61"
"Thread-2", "14545", "Dining/DiningProgrammers.java:39", "Method Returned", " "
"Thread-2", "14546", "Dining/DiningProgrammers.java:40", "Line Step", " file=Dining/DiningProgrammers.java, line=40"
"Thread-4", "14547", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-2", "14548", "Dining/DiningProgrammers.java:40", "Method Call", " caller=Dining.Programmer:3#run:3, target=Dining.State:3#set_state:375"
"Thread-2", "14549", "Dining/DiningProgrammers.java:85", "Method Entered", " "
"Thread-4", "14550", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-2", "14551", "Dining/DiningProgrammers.java:85", "Variable Write", " context=Dining.State:3#set_state:375, s=""H"""
"Thread-4", "14552", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-2", "14553", "Dining/DiningProgrammers.java:86", "Line Step", " file=Dining/DiningProgrammers.java, line=86"
"Thread-4", "14554", "Dining/DiningProgrammers.java:66", "Line Step", " file=Dining/DiningProgrammers.java, line=66"
"Thread-2", "14555", "Dining/DiningProgrammers.java:86", "Field Write", " context=Dining.State:3, state=""H"""
"Thread-4", "14556", "Dining/DiningProgrammers.java:66", "Field Read", " context=Dining.Forks:1, n"
"Thread-2", "14557", "Dining/DiningProgrammers.java:88", "Line Step", " file=Dining/DiningProgrammers.java, line=88"
"Thread-4", "14558", "Dining/DiningProgrammers.java:66", "Field Write", " context=Dining.Forks:1, n=1"
"Thread-2", "14559", "Dining/DiningProgrammers.java:92", "Line Step", " file=Dining/DiningProgrammers.java, line=92"
"Thread-4", "14560", "Dining/DiningProgrammers.java:67", "Line Step", " file=Dining/DiningProgrammers.java, line=67"
"Thread-4", "14561", "Dining/DiningProgrammers.java:67", "Field Read", " context=Dining.State:5, count"
"Thread-2", "14562", "Dining/DiningProgrammers.java:93", "Line Step", " file=Dining/DiningProgrammers.java, line=93"
"Thread-4", "14563", "Dining/DiningProgrammers.java:67", "Field Write", " context=Dining.State:5, count=1"
"Thread-2", "14564", "Dining/DiningProgrammers.java:93", "Field Read", " context=Dining.State:3, name"
"Thread-4", "14565", "Dining/DiningProgrammers.java:68", "Line Step", " file=Dining/DiningProgrammers.java, line=68"
"Thread-4", "14566", "Dining/DiningProgrammers.java:69", "Line Step", " file=Dining/DiningProgrammers.java, line=69"
"Thread-2", "14567", "Dining/DiningProgrammers.java:94", "Line Step", " file=Dining/DiningProgrammers.java, line=94"
"Thread-4", "14568", "Dining/DiningProgrammers.java:69", "Method Exit", " returner=Dining.Forks:1#pickup:249, value=<void>"
"Thread-1", "14569", "Dining/DiningProgrammers.java:61", "Line Step", " file=Dining/DiningProgrammers.java, line=61"
"Thread-4", "14570", "Dining/DiningProgrammers.java:39", "Method Returned", " "
"Thread-4", "14571", "Dining/DiningProgrammers.java:40", "Line Step", " file=Dining/DiningProgrammers.java, line=40"
"Thread-1", "14572", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-4", "14573", "Dining/DiningProgrammers.java:40", "Method Call", " caller=Dining.Programmer:5#run:5, target=Dining.State:5#set_state:376"
"Thread-4", "14574", "Dining/DiningProgrammers.java:85", "Method Entered", " "
"Thread-1", "14575", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-4", "14576", "Dining/DiningProgrammers.java:85", "Variable Write", " context=Dining.State:5#set_state:376, s=""H"""
"Thread-1", "14577", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.State:2, count"
"Thread-4", "14578", "Dining/DiningProgrammers.java:86", "Line Step", " file=Dining/DiningProgrammers.java, line=86"
"Thread-1", "14579", "Dining/DiningProgrammers.java:60", "Line Step", " file=Dining/DiningProgrammers.java, line=60"
"Thread-4", "14580", "Dining/DiningProgrammers.java:86", "Field Write", " context=Dining.State:5, state=""H"""
"Thread-0", "14581", "Dining/DiningProgrammers.java:39", "Method Call", " caller=Dining.Programmer:1#run:1, target=Dining.Forks:1#pickup:250"
"Thread-4", "14582", "Dining/DiningProgrammers.java:88", "Line Step", " file=Dining/DiningProgrammers.java, line=88"
"Thread-0", "14583", "Dining/DiningProgrammers.java:56", "Method Entered", " "
"Thread-0", "14584", "Dining/DiningProgrammers.java:56", "Variable Write", " context=Dining.Forks:1#pickup:250, p=Dining.Programmer:1"
"Thread-4", "14585", "Dining/DiningProgrammers.java:92", "Line Step", " file=Dining/DiningProgrammers.java, line=92"
"Thread-0", "14586", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-0", "14587", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-4", "14588", "Dining/DiningProgrammers.java:93", "Line Step", " file=Dining/DiningProgrammers.java, line=93"
"Thread-0", "14589", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.State:1, count"
"Thread-4", "14590", "Dining/DiningProgrammers.java:93", "Field Read", " context=Dining.State:5, name"
"Thread-0", "14591", "Dining/DiningProgrammers.java:60", "Line Step", " file=Dining/DiningProgrammers.java, line=60"
"Thread-4", "14592", "Dining/DiningProgrammers.java:94", "Line Step", " file=Dining/DiningProgrammers.java, line=94"
"Thread-3", "14593", "Dining/DiningProgrammers.java:92", "Line Step", " file=Dining/DiningProgrammers.java, line=92"
"Thread-3", "14594", "Dining/DiningProgrammers.java:96", "Line Step", " file=Dining/DiningProgrammers.java, line=96"
"Thread-3", "14595", "Dining/DiningProgrammers.java:103", "Line Step", " file=Dining/DiningProgrammers.java, line=103"
"Thread-3", "14596", "Dining/DiningProgrammers.java:103", "Method Exit", " returner=Dining.State:4#set_state:374, value=<void>"
"Thread-3", "14597", "Dining/DiningProgrammers.java:43", "Method Returned", " "
"Thread-3", "14598", "Dining/DiningProgrammers.java:44", "Line Step", " file=Dining/DiningProgrammers.java, line=44"
"Thread-3", "14599", "Dining/DiningProgrammers.java:44", "Field Read", " context=Dining.Programmer:4, fs"
"Thread-3", "14600", "Dining/DiningProgrammers.java:44", "Method Call", " caller=Dining.Programmer:4#run:4, target=Dining.Forks:1#drop:123"
"Thread-3", "14601", "Dining/DiningProgrammers.java:72", "Method Entered", " "
"Thread-3", "14602", "Dining/DiningProgrammers.java:72", "Variable Write", " context=Dining.Forks:1#drop:123, p=Dining.Programmer:4"
"Thread-3", "14603", "Dining/DiningProgrammers.java:73", "Line Step", " file=Dining/DiningProgrammers.java, line=73"
"Thread-3", "14604", "Dining/DiningProgrammers.java:73", "Field Read", " context=Dining.Forks:1, n"
"Thread-3", "14605", "Dining/DiningProgrammers.java:73", "Field Read", " context=Dining.State:4, count"
"Thread-3", "14606", "Dining/DiningProgrammers.java:73", "Field Write", " context=Dining.Forks:1, n=3"
"Thread-3", "14607", "Dining/DiningProgrammers.java:74", "Line Step", " file=Dining/DiningProgrammers.java, line=74"
"Thread-3", "14608", "Dining/DiningProgrammers.java:74", "Field Write", " context=Dining.State:4, count=0"
"Thread-3", "14609", "Dining/DiningProgrammers.java:75", "Line Step", " file=Dining/DiningProgrammers.java, line=75"
"Thread-3", "14610", "Dining/DiningProgrammers.java:76", "Line Step", " file=Dining/DiningProgrammers.java, line=76"
"Thread-3", "14611", "Dining/DiningProgrammers.java:76", "Method Exit", " returner=Dining.Forks:1#drop:123, value=<void>"
"Thread-1", "14612", "Dining/DiningProgrammers.java:61", "Line Step", " file=Dining/DiningProgrammers.java, line=61"
"Thread-3", "14613", "Dining/DiningProgrammers.java:44", "Method Returned", " "
"Thread-3", "14614", "Dining/DiningProgrammers.java:38", "Line Step", " file=Dining/DiningProgrammers.java, line=38"
"Thread-2", "14615", "Dining/DiningProgrammers.java:96", "Line Step", " file=Dining/DiningProgrammers.java, line=96"
"Thread-1", "14616", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-3", "14617", "Dining/DiningProgrammers.java:38", "Variable Write", " context=Dining.Programmer:4#run:4, i=26"
"Thread-3", "14618", "Dining/DiningProgrammers.java:39", "Line Step", " file=Dining/DiningProgrammers.java, line=39"
"Thread-4", "14619", "Dining/DiningProgrammers.java:96", "Line Step", " file=Dining/DiningProgrammers.java, line=96"
"Thread-2", "14620", "Dining/DiningProgrammers.java:103", "Line Step", " file=Dining/DiningProgrammers.java, line=103"
"Thread-1", "14621", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-3", "14622", "Dining/DiningProgrammers.java:39", "Field Read", " context=Dining.Programmer:4, fs"
"Thread-2", "14623", "Dining/DiningProgrammers.java:103", "Method Exit", " returner=Dining.State:3#set_state:375, value=<void>"
"Thread-1", "14624", "Dining/DiningProgrammers.java:58", "Field Read", " context=Dining.Forks:1, n"
"Thread-4", "14625", "Dining/DiningProgrammers.java:103", "Line Step", " file=Dining/DiningProgrammers.java, line=103"
"Thread-4", "14626", "Dining/DiningProgrammers.java:103", "Method Exit", " returner=Dining.State:5#set_state:376, value=<void>"
"Thread-2", "14627", "Dining/DiningProgrammers.java:40", "Method Returned", " "
"Thread-2", "14628", "Dining/DiningProgrammers.java:41", "Line Step", " file=Dining/DiningProgrammers.java, line=41"
"Thread-1", "14629", "Dining/DiningProgrammers.java:66", "Line Step", " file=Dining/DiningProgrammers.java, line=66"
"Thread-2", "14630", "Dining/DiningProgrammers.java:41", "Field Read", " context=Dining.Programmer:3, fs"
"Thread-4", "14631", "Dining/DiningProgrammers.java:40", "Method Returned", " "
"Thread-4", "14632", "Dining/DiningProgrammers.java:41", "Line Step", " file=Dining/DiningProgrammers.java, line=41"
"Thread-1", "14633", "Dining/DiningProgrammers.java:66", "Field Read", " context=Dining.Forks:1, n"
"Thread-4", "14634", "Dining/DiningProgrammers.java:41", "Field Read", " context=Dining.Programmer:5, fs"
"Thread-1", "14635", "Dining/DiningProgrammers.java:66", "Field Write", " context=Dining.Forks:1, n=2"
"Thread-1", "14636", "Dining/DiningProgrammers.java:67", "Line Step", " file=Dining/DiningProgrammers.java, line=67"
"Thread-1", "14637", "Dining/DiningProgrammers.java:67", "Field Read", " context=Dining.State:2, count"
"Thread-1", "14638", "Dining/DiningProgrammers.java:67", "Field Write", " context=Dining.State:2, count=1"
"Thread-1", "14639", "Dining/DiningProgrammers.java:68", "Line Step", " file=Dining/DiningProgrammers.java, line=68"
"Thread-1", "14640", "Dining/DiningProgrammers.java:69", "Line Step", " file=Dining/DiningProgrammers.java, line=69"
"Thread-1", "14641", "Dining/DiningProgrammers.java:69", "Method Exit", " returner=Dining.Forks:1#pickup:246, value=<void>"
"Thread-0", "14642", "Dining/DiningProgrammers.java:61", "Line Step", " file=Dining/DiningProgrammers.java, line=61"
"Thread-1", "14643", "Dining/DiningProgrammers.java:39", "Method Returned", " "
"Thread-1", "14644", "Dining/DiningProgrammers.java:40", "Line Step", " file=Dining/DiningProgrammers.java, line=40"
"Thread-0", "14645", "Dining/DiningProgrammers.java:58", "Line Step", " file=Dining/DiningProgrammers.java, line=58"
"Thread-1", "14646", "Dining/DiningProgrammers.java:40", "Method Call", " caller=Dining.Programmer:2#run:2, target=Dining.State:2#set_state:377"
"Thread-1", "14647", "Dining/DiningProgrammers.java:85", "Method Entered", " "
